Registration #,User ID,Email,User Type,Country,Sector,Display Option,Preferred Currency,Company Name,Startup Stage,Base Price (INR),Base Price (USD),Extra Paid (INR),Extra Paid (USD),Total Referrals,Referral Code,Referral Earnings (INR),Referral Earnings (USD),INR Available,INR Pending,USD Available,USD Pending,Leaderboard Rank,Percentile,Ranking Score,Subscription Tier,Registration Timestamp,Status
252,6f9057ea-65b0-4461-a96e-66c407de9a79,user252@example.com,vc,Spain,Wearable Tech,fancy_username,USD,,N/A,₹2999,$44.99,₹0,$0,0,REF28351,₹599.80,$9.00,₹299.90,₹299.90,$4.50,$4.50,252,72.0%,0.00,Beginner,2025-10-17T23:27:29.809637Z,verified
253,d91b7f65-4a1d-47be-87c9-443c259528c1,user253@example.com,accelerator,Monaco,Payment Processing,real_name,INR,,N/A,₹2999,$44.99,₹0,$0,46,REF82534,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,253,72.29%,46.00,Beginner,2025-12-08T19:27:29.809695Z,verified
254,067e4987-4441-4694-bb3b-f0a0a9240552,alex_254@startup.io,angel,Estonia,Physical Therapy,anonymous,INR,,N/A,₹2999,$44.99,₹0,$0,0,REF41370,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,254,72.57%,0.00,Beginner,2025-11-03T01:27:29.809754Z,verified
255,a5b35301-51c7-4f42-ba88-6b5f2a7af8dd,morgan_255@startup.io,professional,Poland,EdTech & E-Learning,fancy_username,USD,WritersPlatform Pro,N/A,₹2999,$44.99,₹0,$0,0,REF65163,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,255,72.86%,0.00,Beginner,2025-10-19T08:27:29.809807Z,verified
256,e0e5d2d1-7f95-45ad-8d96-b0e802c2a5ff,user256@example.com,professional,Angola,Travel & Hospitality,real_name,USD,PhotoPerfect Studio,N/A,₹2999,$44.99,₹0,$0,0,REF62163,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,256,73.14%,0.00,Beginner,2025-10-16T01:27:29.809859Z,verified
257,683ab6de-b7ea-4c41-9d8d-d1e04b30ff95,user257@example.com,government,Moldova,Retail Space,real_name,INR,,N/A,₹2999,$44.99,₹0,$0,0,REF77017,₹599.80,$9.00,₹299.90,₹299.90,$4.50,$4.50,257,73.43%,0.00,Beginner,2025-11-25T00:27:29.809929Z,verified
258,c7654ab4-8bf3-49f5-8ff5-231a6d1ac4df,user258@example.com,government,Seychelles,Logistics & Supply Chain,fancy_username,USD,,N/A,₹2999,$44.99,₹5000,$60.24,0,REF42044,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,258,73.71%,5.00,Beginner,2025-11-29T01:27:29.809990Z,pending
259,610f31f4-6b30-4ab6-b5e0-5bb152bd732e,morgan_259@startup.io,influencer,Belarus,Order Management,anonymous,INR,,N/A,₹2999,$44.99,₹0,$0,0,REF11487,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,259,74.0%,0.00,Beginner,2025-10-29T22:27:29.810045Z,pending
260,cf44ba06-057a-40ea-8233-84ca6a64148c,user260@example.com,angel,Czech Republic,Restaurant Booking,real_name,USD,,N/A,₹2999,$44.99,₹0,$0,0,REF53910,₹599.80,$9.00,₹299.90,₹299.90,$4.50,$4.50,260,74.29%,0.00,Beginner,2025-10-26T02:27:29.810097Z,pending
261,80388ddc-4059-4bb5-bc6c-19e1a76c9b35,user261@example.com,angel,United Kingdom,Agriculture & AgTech,fancy_username,USD,,N/A,₹2999,$44.99,₹0,$0,0,REF84302,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,261,74.57%,0.00,Beginner,2025-12-10T11:27:29.810162Z,verified
262,cf15fed9-d6a8-4ed1-a267-866c57b73bf3,alex_262@startup.io,influencer,Togo,Human Resources & Recruitment,real_name,INR,,N/A,₹2999,$44.99,₹0,$0,0,REF42053,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,262,74.86%,0.00,Beginner,2025-10-20T02:27:29.810289Z,pending
263,c0967683-2c1a-446c-9a3f-0ca821c4931b,user263@example.com,mentor,Dominica,Data Analytics & Big Data,anonymous,USD,,N/A,₹2999,$44.99,₹0,$0,4,REF51934,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,263,75.14%,4.00,Beginner,2025-11-28T13:27:29.810349Z,verified
264,cdcbde22-ed21-477d-9ec3-8973e5592c53,user264@example.com,service_provider,Togo,Virtual & Augmented Reality,real_name,INR,,N/A,₹2999,$44.99,₹0,$0,0,REF70960,₹599.80,$9.00,₹299.90,₹299.90,$4.50,$4.50,264,75.43%,0.00,Beginner,2025-11-19T00:27:29.810404Z,pending
265,e5cc5e2e-e308-4698-baba-9bf8a359057f,user265@example.com,service_provider,Nauru,Healthcare & Biotech,fancy_username,INR,,N/A,₹2999,$44.99,₹0,$0,0,REF91620,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,265,75.71%,0.00,Beginner,2025-10-24T17:27:29.810464Z,pending
266,84d2eda4-3b8c-4de8-8f2d-f31c262332e3,user266@example.com,ngo,Equatorial Guinea,Financial Consulting,real_name,INR,,N/A,₹2999,$44.99,₹0,$0,0,REF40539,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,266,76.0%,0.00,Beginner,2025-11-18T02:27:29.810522Z,verified
267,acc4a5ad-a4da-4d79-b002-d0347e0e7474,user267@example.com,startup,Kiribati,Artificial Intelligence & Machine Learning,anonymous,USD,PaymentHub Pro,Mature,₹2999,$44.99,₹2000,$24.10,15,REF36895,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,267,76.29%,17.00,Beginner,2025-11-24T23:27:29.810583Z,verified
268,4a915030-b269-4674-b79a-28103e1e818e,user268@example.com,mentor,United Kingdom,Ride-Sharing,real_name,INR,,N/A,₹2999,$44.99,₹5000,$60.24,47,REF58823,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,268,76.57%,52.00,Beginner,2025-11-10T13:27:29.810641Z,verified
269,10fda30a-68ee-442b-b852-ef2aaafc25f5,user269@example.com,service_provider,China,Alternative Accommodations,real_name,INR,,N/A,₹2999,$44.99,₹0,$0,0,REF48230,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,269,76.86%,0.00,Beginner,2025-12-05T19:27:29.810695Z,pending
270,4fed11ce-70d0-4888-9a2f-19c821a492a1,user270@example.com,government,Uganda,Tax Compliance,fancy_username,USD,,N/A,₹2999,$44.99,₹0,$0,0,REF27840,₹599.80,$9.00,₹299.90,₹299.90,$4.50,$4.50,270,77.14%,0.00,Beginner,2025-12-09T20:27:29.810751Z,verified
271,67023e4e-9bd6-4889-93fc-bba179e25b69,alex_271@startup.io,mentor,Namibia,Meditation & Wellness,fancy_username,USD,,N/A,₹2999,$44.99,₹0,$0,16,REF69233,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,271,77.43%,16.00,Beginner,2025-11-21T20:27:29.810810Z,verified
272,8289607d-3216-4ad4-bd2b-ae75d879b690,jordan_272@startup.io,influencer,Bahamas,Streaming & OTT,fancy_username,INR,,N/A,₹2999,$44.99,₹0,$0,0,REF61936,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,272,77.71%,0.00,Beginner,2025-11-28T15:27:29.810864Z,verified
273,d3fc11d8-57e4-455b-b46f-909a98a70418,sam_273@startup.io,startup,Marshall Islands,Childcare,anonymous,INR,TravelMate Global,Seed,₹2999,$44.99,₹0,$0,49,REF25919,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,273,78.0%,49.00,Beginner,2025-12-07T22:27:29.810917Z,verified
274,609a871c-9651-4912-8bce-07686144f1d5,user274@example.com,accelerator,Tunisia,Fashion & Luxury,anonymous,USD,,N/A,₹2999,$44.99,₹0,$0,28,REF35919,₹599.80,$9.00,₹299.90,₹299.90,$4.50,$4.50,274,78.29%,28.00,Beginner,2025-12-13T00:27:29.810980Z,verified
275,6fc5b035-b143-4d99-8abd-75f5dd3842e7,jordan_275@startup.io,professional,Bahamas,Nutrition & Diet,real_name,INR,GameVerse Studios,N/A,₹2999,$44.99,₹500,$6.02,0,REF61773,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,275,78.57%,0.50,Beginner,2025-10-22T03:27:29.811041Z,verified
276,22ee9d9d-e75c-4a26-aa80-ac582c5baacd,user276@example.com,accelerator,Ethiopia,Beauty & Cosmetics,fancy_username,USD,,N/A,₹2999,$44.99,₹0,$0,15,REF90492,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,276,78.86%,15.00,Beginner,2025-12-05T01:27:29.811100Z,verified
277,794eff18-201d-4da8-861d-4eda3f552989,casey_277@startup.io,service_provider,Nigeria,Social Media & Content,real_name,USD,,N/A,₹2999,$44.99,₹0,$0,0,REF94233,₹599.80,$9.00,₹299.90,₹299.90,$4.50,$4.50,277,79.14%,0.00,Beginner,2025-11-17T20:27:29.811151Z,verified
278,4f329a99-2b4d-429b-a696-3ce6a8641601,morgan_278@startup.io,startup,Madagascar,Venture Capital,fancy_username,USD,NextGen Innovations,Growth,₹2999,$44.99,₹0,$0,11,REF52153,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,278,79.43%,11.00,Beginner,2025-11-07T10:27:29.811279Z,verified
279,1475d144-bfa9-4c92-91e3-8b37de1ab65d,jordan_279@startup.io,startup,Nicaragua,Interpretation,fancy_username,INR,MarketingMax Pro,Idea,₹2999,$44.99,₹0,$0,50,REF41608,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,279,79.71%,50.00,Beginner,2025-11-28T05:27:29.811342Z,verified
280,adc0d585-6ca8-4fc1-b181-8e390bcb87f5,user280@example.com,government,Lebanon,Medical Devices,real_name,INR,,N/A,₹2999,$44.99,₹0,$0,0,REF57026,₹599.80,$9.00,₹299.90,₹299.90,$4.50,$4.50,280,80.0%,0.00,Beginner,2025-10-23T03:27:29.811397Z,verified
281,49c6974d-8ac6-48f0-afbd-55ec54b73dcc,user281@example.com,accelerator,San Marino,Other,real_name,INR,,N/A,₹2999,$44.99,₹5000,$60.24,31,REF81057,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,281,80.29%,36.00,Beginner,2025-10-18T11:27:29.811463Z,verified
282,f0ccbd00-27a4-4faa-a3ca-cc463fd1f148,sam_282@startup.io,influencer,Finland,Blockchain & Crypto,anonymous,USD,,N/A,₹2999,$44.99,₹0,$0,0,REF36406,₹599.80,$9.00,₹299.90,₹299.90,$4.50,$4.50,282,80.57%,0.00,Beginner,2025-10-16T07:27:29.811530Z,pending
283,64396f0b-837a-4758-bcc5-28b7da503fab,user283@example.com,accelerator,Belgium,Blockchain & Crypto,real_name,INR,,N/A,₹2999,$44.99,₹5000,$60.24,42,REF19506,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,283,80.86%,47.00,Beginner,2025-11-10T15:27:29.811605Z,pending
284,086588c0-5a81-4d10-8e80-17693222a35c,user284@example.com,accelerator,Ireland,Accounting & Bookkeeping,real_name,INR,,N/A,₹2999,$44.99,₹500,$6.02,11,REF73858,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,284,81.14%,11.50,Beginner,2025-10-24T06:27:29.811833Z,verified
285,4edd9a5b-f2d1-42e6-9832-f41a79f09b6d,user285@example.com,influencer,Lesotho,Digital Marketing,anonymous,INR,,N/A,₹2999,$44.99,₹0,$0,0,REF48602,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,285,81.43%,0.00,Beginner,2025-10-28T04:27:29.811897Z,verified
286,cb11f5a1-fdd8-442a-8985-10d2a231a711,morgan_286@startup.io,government,San Marino,Cybersecurity,real_name,USD,,N/A,₹2999,$44.99,₹1000,$12.05,0,REF84127,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,286,81.71%,1.00,Beginner,2025-11-29T06:27:29.811952Z,pending
287,6ad44013-6cc8-45f2-b793-a11a559b3197,alex_287@startup.io,vc,Laos,Risk Management,real_name,INR,,N/A,₹2999,$44.99,₹2000,$24.10,0,REF54007,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,287,82.0%,2.00,Beginner,2025-11-03T03:27:29.812008Z,pending
288,5537aa35-f0eb-4410-87de-2fceced003c8,alex_288@startup.io,accelerator,Guatemala,Construction & Engineering,anonymous,INR,,N/A,₹2999,$44.99,₹0,$0,26,REF65004,₹599.80,$9.00,₹299.90,₹299.90,$4.50,$4.50,288,82.29%,26.00,Beginner,2025-11-15T03:27:29.812060Z,pending
289,b8a9c76a-ee75-4e7d-acf1-dfbbffb32ba2,user289@example.com,accelerator,Russia,Event Management,real_name,USD,,N/A,₹2999,$44.99,₹1000,$12.05,4,REF39567,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,289,82.57%,5.00,Beginner,2025-11-02T05:27:29.812131Z,verified
290,9f88333f-4305-40f6-b56c-f88cb0ab9901,jordan_290@startup.io,angel,Burundi,Real Estate & PropTech,fancy_username,INR,,N/A,₹2999,$44.99,₹0,$0,0,REF81702,₹599.80,$9.00,₹299.90,₹299.90,$4.50,$4.50,290,82.86%,0.00,Beginner,2025-10-29T00:27:29.812245Z,verified
291,4740f1de-afde-47d9-b8c8-93f1a0fb4d34,user291@example.com,influencer,North Korea,E-commerce & Marketplace,fancy_username,INR,,N/A,₹2999,$44.99,₹0,$0,0,REF17019,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,291,83.14%,0.00,Beginner,2025-11-16T21:27:29.812318Z,verified
292,0fcb374c-629c-4e01-a074-940eacc3d0f3,user292@example.com,government,Tuvalu,Accounting,anonymous,USD,,N/A,₹2999,$44.99,₹0,$0,0,REF22571,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,292,83.43%,0.00,Beginner,2025-11-24T19:27:29.812372Z,verified
293,4bf8a857-a2b6-493b-96d1-c077e2f17d4d,user293@example.com,ngo,Croatia,Virtual & Augmented Reality,fancy_username,INR,,N/A,₹2999,$44.99,₹0,$0,0,REF91931,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,293,83.71%,0.00,Beginner,2025-11-25T05:27:29.812421Z,verified
294,ecf03622-d748-45da-bac3-238ff456187e,sam_294@startup.io,mentor,Suriname,Bike & Scooter Sharing,real_name,USD,,N/A,₹2999,$44.99,₹0,$0,42,REF71727,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,294,84.0%,42.00,Beginner,2025-10-24T14:27:29.812471Z,pending
295,fafb2450-7e5d-408b-b836-70c31958d741,morgan_295@startup.io,government,Ecuador,Hotel Booking,fancy_username,USD,,N/A,₹2999,$44.99,₹0,$0,0,REF67637,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,295,84.29%,0.00,Beginner,2025-12-11T18:27:29.812521Z,verified
296,2f454e95-f4a8-4ccb-8f80-b43fe5116a58,user296@example.com,influencer,Belgium,Wearable Tech,anonymous,INR,,N/A,₹2999,$44.99,₹0,$0,0,REF64262,₹599.80,$9.00,₹299.90,₹299.90,$4.50,$4.50,296,84.57%,0.00,Beginner,2025-11-21T09:27:29.812580Z,verified
297,5150df0e-913a-445d-8de7-d854557851ff,alex_297@startup.io,government,Peru,Home Services,anonymous,USD,,N/A,₹2999,$44.99,₹0,$0,0,REF49171,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,297,84.86%,0.00,Beginner,2025-11-28T11:27:29.812640Z,verified
298,54402402-2554-4d70-9a9b-c5ee64aa2411,morgan_298@startup.io,service_provider,Sao Tome and Principe,3D Printing & Manufacturing,real_name,USD,,N/A,₹2999,$44.99,₹0,$0,0,REF35260,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,298,85.14%,0.00,Beginner,2025-12-03T20:27:29.812739Z,pending
299,8f24806b-e7b0-40cd-8386-95ab825ca98a,casey_299@startup.io,vc,Spain,3D Printing & Manufacturing,anonymous,USD,,N/A,₹2999,$44.99,₹0,$0,0,REF21406,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,299,85.43%,0.00,Beginner,2025-10-29T00:27:29.812816Z,pending
300,f33a3cfc-db24-4199-bd3e-163482b766b7,user300@example.com,angel,Peru,Fitness Classes,real_name,USD,,N/A,₹2999,$44.99,₹0,$0,0,REF84264,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,300,85.71%,0.00,Beginner,2025-12-04T22:27:29.812869Z,verified
301,02da9155-3548-4343-91a0-5f73e9898764,user301@example.com,influencer,Burkina Faso,Fleet Management,anonymous,USD,,N/A,₹3999,$59.99,₹0,$0,0,REF73646,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,301,86.0%,0.00,Beginner,2025-11-19T06:27:29.812926Z,pending
302,7408fdaa-d3e0-4ac5-8a28-854f9af8224c,jordan_302@startup.io,government,Comoros,Retail Space,real_name,USD,,N/A,₹3999,$59.99,₹0,$0,0,REF16460,₹799.80,$12.00,₹399.90,₹399.90,$6.00,$6.00,302,86.29%,0.00,Beginner,2025-10-30T19:27:29.812978Z,pending
303,0a0776e1-7446-4ae3-bf5c-238960b93da5,user303@example.com,startup,Kuwait,Warehouse Management,fancy_username,USD,FinServe Pro,Series B,₹3999,$59.99,₹5000,$60.24,14,REF22873,₹799.80,$12.00,₹399.90,₹399.90,$6.00,$6.00,303,86.57%,19.00,Beginner,2025-10-30T05:27:29.813047Z,verified
304,a6d3ce83-26b3-44f1-b418-85d88631a0cb,user304@example.com,accelerator,Guyana,Property Management,anonymous,INR,,N/A,₹3999,$59.99,₹0,$0,23,REF73499,₹799.80,$12.00,₹399.90,₹399.90,$6.00,$6.00,304,86.86%,23.00,Beginner,2025-11-30T13:27:29.813118Z,verified
305,939d0eef-84cc-4442-8be3-c65c67b514ae,user305@example.com,mentor,Belize,Order Management,anonymous,USD,,N/A,₹3999,$59.99,₹0,$0,12,REF84537,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,305,87.14%,12.00,Beginner,2025-10-20T10:27:29.813251Z,verified
306,5ae66c3f-4f94-4f45-9978-ad1d62448409,user306@example.com,vc,Austria,Elder Care,real_name,USD,,N/A,₹3999,$59.99,₹0,$0,0,REF76207,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,306,87.43%,0.00,Beginner,2025-11-20T12:27:29.813368Z,verified
307,1e73c0e2-b3e6-4f7b-8eb6-c4f235af7133,user307@example.com,vc,Lithuania,Dentistry,anonymous,USD,,N/A,₹3999,$59.99,₹0,$0,0,REF86923,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,307,87.71%,0.00,Beginner,2025-10-19T11:27:29.813439Z,pending
308,96267575-b211-4cd0-9bc8-bb8de28dbcf1,jordan_308@startup.io,professional,Iceland,E-commerce & Marketplace,fancy_username,INR,WritersPlatform Pro,N/A,₹3999,$59.99,₹0,$0,0,REF39012,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,308,88.0%,0.00,Beginner,2025-11-07T20:27:29.813492Z,verified
309,be7a3c5a-bb49-467f-8e84-ac0437689bc4,casey_309@startup.io,service_provider,Argentina,Healthcare & Biotech,fancy_username,INR,,N/A,₹3999,$59.99,₹0,$0,0,REF39329,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,309,88.29%,0.00,Beginner,2025-11-06T02:27:29.813543Z,pending
310,9cb0434d-7e9f-4979-a9f9-dc374b913a1d,user310@example.com,angel,Moldova,Event Management,fancy_username,USD,,N/A,₹3999,$59.99,₹0,$0,0,REF98761,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,310,88.57%,0.00,Beginner,2025-11-14T17:27:29.813606Z,verified
311,4d9bd007-ef09-4ef2-b9d4-1e84a533eab0,user311@example.com,professional,Albania,Pediatrics,anonymous,USD,MindfulAI Corp,N/A,₹3999,$59.99,₹0,$0,0,REF47051,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,311,88.86%,0.00,Beginner,2025-11-05T07:27:29.813656Z,pending
312,7539b77a-389f-480e-916b-eee82d21c1cd,jordan_312@startup.io,accelerator,Honduras,Government Tech,anonymous,USD,,N/A,₹3999,$59.99,₹0,$0,38,REF17441,₹799.80,$12.00,₹399.90,₹399.90,$6.00,$6.00,312,89.14%,38.00,Beginner,2025-11-10T19:27:29.813707Z,pending
313,506b29de-f825-4ee7-92d4-b4ab161afa9c,user313@example.com,mentor,Uruguay,SaaS & Cloud Computing,anonymous,USD,,N/A,₹3999,$59.99,₹0,$0,2,REF63031,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,313,89.43%,2.00,Beginner,2025-10-16T13:27:29.813765Z,verified
314,5588b4ee-4840-422b-a736-dbdc677cb9fb,user314@example.com,influencer,Egypt,Stock Trading,anonymous,INR,,N/A,₹3999,$59.99,₹0,$0,0,REF98063,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,314,89.71%,0.00,Beginner,2025-11-03T11:27:29.813816Z,pending
315,4875c5d9-af20-4f3e-a8da-45871786ae7b,user315@example.com,service_provider,Dominican Republic,Public Transport Tech,real_name,USD,,N/A,₹3999,$59.99,₹0,$0,0,REF83273,₹799.80,$12.00,₹399.90,₹399.90,$6.00,$6.00,315,90.0%,0.00,Beginner,2025-11-27T03:27:29.813874Z,verified
316,cb5a8199-411c-4b0a-b836-6eceb22f0a38,user316@example.com,accelerator,Taiwan,Retail & Consumer Goods,real_name,USD,,N/A,₹3999,$59.99,₹0,$0,21,REF65112,₹799.80,$12.00,₹399.90,₹399.90,$6.00,$6.00,316,90.29%,21.00,Beginner,2025-10-19T17:27:29.813944Z,pending
317,28e56fc4-ef5b-4517-b1e4-984459578725,jordan_317@startup.io,ngo,Cape Verde,Spa & Massage,real_name,INR,,N/A,₹3999,$59.99,₹0,$0,0,REF25704,₹799.80,$12.00,₹399.90,₹399.90,$6.00,$6.00,317,90.57%,0.00,Beginner,2025-12-01T10:27:29.814022Z,pending
318,49f59996-e6eb-4878-9b07-96e95c96481f,user318@example.com,government,Barbados,Wearable Tech,real_name,INR,,N/A,₹3999,$59.99,₹0,$0,0,REF28772,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,318,90.86%,0.00,Beginner,2025-11-07T12:27:29.814080Z,verified
319,e4d8dcca-845d-4ee6-8433-fe2d05cd6419,alex_319@startup.io,ngo,Kiribati,Diagnostics,fancy_username,INR,,N/A,₹3999,$59.99,₹0,$0,0,REF32099,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,319,91.14%,0.00,Beginner,2025-11-26T20:27:29.814132Z,verified
320,7baefda4-72e9-43fb-a289-c96b658d8f5b,user320@example.com,professional,Chile,Painting,anonymous,USD,RetailEdge Systems,N/A,₹3999,$59.99,₹0,$0,0,REF10611,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,320,91.43%,0.00,Beginner,2025-11-13T14:27:29.814231Z,verified
321,842af715-7c49-4203-938b-a34fe47794a5,user321@example.com,startup,Jordan,Interpretation,real_name,INR,ContentFlow Media,Seed,₹3999,$59.99,₹0,$0,22,REF42613,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,321,91.71%,22.00,Beginner,2025-11-03T03:27:29.814328Z,verified
322,951a67a5-4003-4cde-85b7-b152fde85b8c,user322@example.com,influencer,Israel,Telemedicine,real_name,INR,,N/A,₹3999,$59.99,₹0,$0,0,REF78195,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,322,92.0%,0.00,Beginner,2025-11-25T12:27:29.814385Z,pending
323,9d096422-c6b3-4f4d-a685-f39613163721,user323@example.com,mentor,Kyrgyzstan,Dentistry,fancy_username,INR,,N/A,₹3999,$59.99,₹0,$0,46,REF12506,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,323,92.29%,46.00,Beginner,2025-10-16T14:27:29.814443Z,verified
324,9beb67f4-5927-497a-88c5-6093942ca541,alex_324@startup.io,influencer,Palestine,Pharmaceuticals,real_name,USD,,N/A,₹3999,$59.99,₹5000,$60.24,0,REF93928,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,324,92.57%,5.00,Beginner,2025-12-11T14:27:29.814499Z,verified
325,b2ae3a56-e27c-4422-9dd1-a9cbd9e6dcc3,user325@example.com,influencer,Bangladesh,Construction & Engineering,anonymous,INR,,N/A,₹3999,$59.99,₹0,$0,0,REF68237,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,325,92.86%,0.00,Beginner,2025-12-06T13:27:29.814555Z,verified
326,80878abe-c812-4d78-b250-82258c78889d,sam_326@startup.io,vc,Turkmenistan,Healthcare & Biotech,fancy_username,USD,,N/A,₹3999,$59.99,₹0,$0,0,REF45386,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,326,93.14%,0.00,Beginner,2025-11-01T10:27:29.814616Z,verified
327,e6f3a5f0-4c27-45a7-b5d0-319d13f75190,alex_327@startup.io,service_provider,Uruguay,Marketing & Advertising,fancy_username,INR,,N/A,₹3999,$59.99,₹500,$6.02,0,REF36181,₹799.80,$12.00,₹399.90,₹399.90,$6.00,$6.00,327,93.43%,0.50,Beginner,2025-12-01T07:27:29.814668Z,verified
328,80a9795e-3268-4940-9b30-bcb70499672c,user328@example.com,accelerator,Ukraine,Industrial Property,fancy_username,INR,,N/A,₹3999,$59.99,₹0,$0,0,REF73001,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,328,93.71%,0.00,Beginner,2025-11-12T20:27:29.814728Z,verified
329,db1addad-7a16-4910-9d6a-6a2d60606ebb,user329@example.com,professional,Sao Tome and Principe,Ophthalmology,real_name,INR,DesignHub Creative,N/A,₹3999,$59.99,₹0,$0,0,REF23276,₹799.80,$12.00,₹399.90,₹399.90,$6.00,$6.00,329,94.0%,0.00,Beginner,2025-10-28T03:27:29.814781Z,verified
330,61a1dc51-9bbd-4b1d-ac2e-20a63bf0fc59,user330@example.com,angel,Guinea-Bissau,Nutrition & Diet,real_name,INR,,N/A,₹3999,$59.99,₹5000,$60.24,0,REF57214,₹799.80,$12.00,₹399.90,₹399.90,$6.00,$6.00,330,94.29%,5.00,Beginner,2025-12-11T17:27:29.814841Z,pending
331,d547eb28-077d-44ea-b053-3940df041160,user331@example.com,professional,Bulgaria,Quantum Computing,real_name,INR,MusicStream Plus,N/A,₹3999,$59.99,₹0,$0,0,REF56861,₹799.80,$12.00,₹399.90,₹399.90,$6.00,$6.00,331,94.57%,0.00,Beginner,2025-12-03T16:27:29.814911Z,pending
332,470738ce-261c-4bb4-9956-eb5ef20c6021,user332@example.com,professional,Lithuania,Stock Trading,real_name,INR,FarmTech Innovations,N/A,₹3999,$59.99,₹0,$0,0,REF60556,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,332,94.86%,0.00,Beginner,2025-11-14T18:27:29.814969Z,pending
333,e888dce6-e182-486b-9958-5373fcaf81f6,user333@example.com,mentor,Cameroon,Cybersecurity,anonymous,INR,,N/A,₹3999,$59.99,₹5000,$60.24,30,REF64529,₹799.80,$12.00,₹399.90,₹399.90,$6.00,$6.00,333,95.14%,35.00,Beginner,2025-12-03T23:27:29.815021Z,verified
334,c5e0071f-3fc7-4e07-83f1-fb2912bc3806,user334@example.com,mentor,Somalia,Tour & Activity Booking,fancy_username,INR,,N/A,₹3999,$59.99,₹5000,$60.24,7,REF73318,₹799.80,$12.00,₹399.90,₹399.90,$6.00,$6.00,334,95.43%,12.00,Beginner,2025-10-28T22:27:29.815080Z,pending
335,230cdabd-4bfd-403c-829c-8f26e6123bc4,user335@example.com,professional,Guinea,Payment Processing,real_name,INR,PodcastPro Network,N/A,₹3999,$59.99,₹2000,$24.10,0,REF78039,₹0.00,$0.00,₹0.00,₹0.00,$0.00,$0.00,335,95.71%,2.00,Beginner,2025-10-19T16:27:29.815140Z,verified
